ID,Ours,PDDL
704,to pass bowl 11 to experimenter_hand 14 \n,(:goal (and (passed bowl 11 experimenter_hand 14)))) \n
705,to pass bowl 32 to experimenter_hand 17 \n,(:goal (and (passed bowl 32 experimenter_hand 17)))) \n
706,to pass bowl 3 to experimenter_hand 24 \n,(:goal (and (passed bowl 3 experimenter_hand 24)))) \n
707,to pass bowl 17 to experimenter_hand 16 \n,(:goal (and (passed bowl 17 experimenter_hand 16)))) \n
708,to pass bowl 27 to experimenter_hand 29 \n,(:goal (and (passed bowl 27 experimenter_hand 29)))) \n
709,to pass bowl 20 to experimenter_hand 32 \n,(:goal (and (passed bowl 20 experimenter_hand 32)))) \n
710,to pass bowl 11 to experimenter_hand 22 \n,(:goal (and (passed bowl 11 experimenter_hand 22)))) \n
711,to pass bowl 19 to experimenter_hand 14 \n,(:goal (and (passed bowl 19 experimenter_hand 14)))) \n
712,to pass bowl 31 to experimenter_hand 8 \n,(:goal (and (passed bowl 31 experimenter_hand 8)))) \n
713,to pass extra_large_clamp 29 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 7)))) \n
714,to pass extra_large_clamp 10 to experimenter_hand 15 \n,(:goal (and (passed extra_large_clamp 10 experimenter_hand 15)))) \n
715,to pass extra_large_clamp 28 to experimenter_hand 24 \n,(:goal (and (passed extra_large_clamp 28 experimenter_hand 24)))) \n
716,to pass extra_large_clamp 28 to experimenter_hand 25 \n,(:goal (and (passed extra_large_clamp 28 experimenter_hand 25)))) \n
717,to pass extra_large_clamp 32 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 32 experimenter_hand 26)))) \n
718,to pass extra_large_clamp 23 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 23 experimenter_hand 9)))) \n
719,to pass extra_large_clamp 9 to experimenter_hand 30 \n,(:goal (and (passed extra_large_clamp 9 experimenter_hand 30)))) \n
720,to pass extra_large_clamp 16 to experimenter_hand 4 \n,(:goal (and (passed extra_large_clamp 16 experimenter_hand 4)))) \n
721,to pass extra_large_clamp 9 to experimenter_hand 7 \n,(:goal (and (passed extra_large_clamp 9 experimenter_hand 7)))) \n
722,to pass extra_large_clamp 26 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 26 experimenter_hand 9)))) \n
723,to pass master_chef_can 16 to experimenter_hand 9 \n,(:goal (and (passed master_chef_can 16 experimenter_hand 9)))) \n
724,to pass master_chef_can 11 to experimenter_hand 1 \n,(:goal (and (passed master_chef_can 11 experimenter_hand 1)))) \n
725,to pass master_chef_can 12 to experimenter_hand 10 \n,(:goal (and (passed master_chef_can 12 experimenter_hand 10)))) \n
726,to pass master_chef_can 20 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 20 experimenter_hand 25)))) \n
727,to pass master_chef_can 22 to experimenter_hand 19 \n,(:goal (and (passed master_chef_can 22 experimenter_hand 19)))) \n
728,to pass master_chef_can 21 to experimenter_hand 1 \n,(:goal (and (passed master_chef_can 21 experimenter_hand 1)))) \n
729,to pass master_chef_can 7 to experimenter_hand 26 \n,(:goal (and (passed master_chef_can 7 experimenter_hand 26)))) \n
730,to pass master_chef_can 13 to experimenter_hand 3 \n,(:goal (and (passed master_chef_can 13 experimenter_hand 3)))) \n
731,to pass master_chef_can 18 to experimenter_hand 6 \n,(:goal (and (passed master_chef_can 18 experimenter_hand 6)))) \n
732,to pass master_chef_can 15 to experimenter_hand 29 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 29)))) \n
733,to pass mustard_bottle 4 to experimenter_hand 9 \n,(:goal (and (passed mustard_bottle 4 experimenter_hand 9)))) \n
734,to pass mustard_bottle 17 to experimenter_hand 29 \n,(:goal (and (passed mustard_bottle 17 experimenter_hand 29)))) \n
735,to pass mustard_bottle 24 to experimenter_hand 22 \n,(:goal (and (passed mustard_bottle 24 experimenter_hand 22)))) \n
736,to pass mustard_bottle 8 to experimenter_hand 25 \n,(:goal (and (passed mustard_bottle 8 experimenter_hand 25)))) \n
737,to pass mustard_bottle 1 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 1 experimenter_hand 8)))) \n
738,to pass mustard_bottle 13 to experimenter_hand 2 \n,(:goal (and (passed mustard_bottle 13 experimenter_hand 2)))) \n
739,to pass mustard_bottle 22 to experimenter_hand 25 \n,(:goal (and (passed mustard_bottle 22 experimenter_hand 25)))) \n
740,to pass mustard_bottle 32 to experimenter_hand 19 \n,(:goal (and (passed mustard_bottle 32 experimenter_hand 19)))) \n
741,to pass mustard_bottle 1 to experimenter_hand 30 \n,(:goal (and (passed mustard_bottle 1 experimenter_hand 30)))) \n
742,to pass mustard_bottle 12 to experimenter_hand 4 \n,(:goal (and (passed mustard_bottle 12 experimenter_hand 4)))) \n
743,to pass power_drill 5 to experimenter_hand 29 \n,(:goal (and (passed power_drill 5 experimenter_hand 29)))) \n
744,to pass power_drill 27 to experimenter_hand 31 \n,(:goal (and (passed power_drill 27 experimenter_hand 31)))) \n
745,to pass power_drill 30 to experimenter_hand 25 \n,(:goal (and (passed power_drill 30 experimenter_hand 25)))) \n
746,to pass power_drill 22 to experimenter_hand 30 \n,(:goal (and (passed power_drill 22 experimenter_hand 30)))) \n
747,to pass power_drill 12 to experimenter_hand 30 \n,(:goal (and (passed power_drill 12 experimenter_hand 30)))) \n
748,to pass power_drill 2 to experimenter_hand 21 \n,(:goal (and (passed power_drill 2 experimenter_hand 21)))) \n
749,to pass power_drill 22 to experimenter_hand 26 \n,(:goal (and (passed power_drill 22 experimenter_hand 26)))) \n
750,to pass power_drill 3 to experimenter_hand 12 \n,(:goal (and (passed power_drill 3 experimenter_hand 12)))) \n
751,to pass power_drill 7 to experimenter_hand 30 \n,(:goal (and (passed power_drill 7 experimenter_hand 30)))) \n
752,to pass power_drill 32 to experimenter_hand 21 \n,(:goal (and (passed power_drill 32 experimenter_hand 21)))) \n
753,to pass tomato_soup_can 27 to experimenter_hand 23 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 23)))) \n
754,to pass tomato_soup_can 20 to experimenter_hand 1 \n,(:goal (and (passed tomato_soup_can 20 experimenter_hand 1)))) \n
755,to pass tomato_soup_can 26 to experimenter_hand 18 \n,(:goal (and (passed tomato_soup_can 26 experimenter_hand 18)))) \n
756,to pass tomato_soup_can 20 to experimenter_hand 25 \n,(:goal (and (passed tomato_soup_can 20 experimenter_hand 25)))) \n
757,to pass tomato_soup_can 14 to experimenter_hand 9 \n,(:goal (and (passed tomato_soup_can 14 experimenter_hand 9)))) \n
758,to pass tomato_soup_can 17 to experimenter_hand 30 \n,(:goal (and (passed tomato_soup_can 17 experimenter_hand 30)))) \n
759,to pass tomato_soup_can 23 to experimenter_hand 31 \n,(:goal (and (passed tomato_soup_can 23 experimenter_hand 31)))) \n
760,to pass wood_block 11 to experimenter_hand 5 \n,(:goal (and (passed wood_block 11 experimenter_hand 5)))) \n
761,to pass wood_block 26 to experimenter_hand 4 \n,(:goal (and (passed wood_block 26 experimenter_hand 4)))) \n
762,to pass wood_block 16 to experimenter_hand 13 \n,(:goal (and (passed wood_block 16 experimenter_hand 13)))) \n
763,to pass wood_block 21 to experimenter_hand 11 \n,(:goal (and (passed wood_block 21 experimenter_hand 11)))) \n
764,to pass wood_block 4 to experimenter_hand 32 \n,(:goal (and (passed wood_block 4 experimenter_hand 32)))) \n
765,to pass wood_block 16 to experimenter_hand 9 \n,(:goal (and (passed wood_block 16 experimenter_hand 9)))) \n
766,to pass wood_block 13 to experimenter_hand 23 \n,(:goal (and (passed wood_block 13 experimenter_hand 23)))) \n
767,to pass wood_block 26 to experimenter_hand 9 \n,(:goal (and (passed wood_block 26 experimenter_hand 9)))) \n
768,to pass wood_block 20 to experimenter_hand 16 \n,(:goal (and (passed wood_block 20 experimenter_hand 16)))) \n
769,to pass wood_block 26 to experimenter_hand 17 \n,(:goal (and (passed wood_block 26 experimenter_hand 17)))) \n
770,to pass banana 12 to experimenter_hand 28 \n,(:goal (and (passed banana 12 experimenter_hand 28)))) \n
771,to pass banana 17 to experimenter_hand 18 \n,(:goal (and (passed banana 17 experimenter_hand 18)))) \n
772,to pass banana 17 to experimenter_hand 11 \n,(:goal (and (passed banana 17 experimenter_hand 11)))) \n
773,to pass banana 12 to experimenter_hand 5 \n,(:goal (and (passed banana 12 experimenter_hand 5)))) \n
774,to pass banana 18 to experimenter_hand 22 \n,(:goal (and (passed banana 18 experimenter_hand 22)))) \n
775,to pass banana 10 to experimenter_hand 25 \n,(:goal (and (passed banana 10 experimenter_hand 25)))) \n
776,to pass banana 29 to experimenter_hand 11 \n,(:goal (and (passed banana 29 experimenter_hand 11)))) \n
777,to pass bowl 32 to experimenter_hand 22 \n,(:goal (and (passed bowl 32 experimenter_hand 22)))) \n
778,to pass bowl 25 to experimenter_hand 9 \n,(:goal (and (passed bowl 25 experimenter_hand 9)))) \n
779,to pass bowl 29 to experimenter_hand 27 \n,(:goal (and (passed bowl 29 experimenter_hand 27)))) \n
780,to pass bowl 29 to experimenter_hand 30 \n,(:goal (and (passed bowl 29 experimenter_hand 30)))) \n
781,to pass bowl 27 to experimenter_hand 16 \n,(:goal (and (passed bowl 27 experimenter_hand 16)))) \n
782,to pass bowl 7 to experimenter_hand 10 \n,(:goal (and (passed bowl 7 experimenter_hand 10)))) \n
783,to pass bowl 4 to experimenter_hand 27 \n,(:goal (and (passed bowl 4 experimenter_hand 27)))) \n
784,to pass bowl 3 to experimenter_hand 2 \n,(:goal (and (passed bowl 3 experimenter_hand 2)))) \n
785,to pass bowl 23 to experimenter_hand 27 \n,(:goal (and (passed bowl 23 experimenter_hand 27)))) \n
786,to pass bowl 25 to experimenter_hand 4 \n,(:goal (and (passed bowl 25 experimenter_hand 4)))) \n
787,to pass extra_large_clamp 19 to experimenter_hand 32 \n,(:goal (and (passed extra_large_clamp 19 experimenter_hand 32)))) \n
788,to pass extra_large_clamp 7 to experimenter_hand 19 \n,(:goal (and (passed extra_large_clamp 7 experimenter_hand 19)))) \n
789,to pass extra_large_clamp 30 to experimenter_hand 5 \n,(:goal (and (passed extra_large_clamp 30 experimenter_hand 5)))) \n
790,to pass extra_large_clamp 18 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 18 experimenter_hand 12)))) \n
791,to pass extra_large_clamp 17 to experimenter_hand 10 \n,(:goal (and (passed extra_large_clamp 17 experimenter_hand 10)))) \n
792,to pass extra_large_clamp 19 to experimenter_hand 21 \n,(:goal (and (passed extra_large_clamp 19 experimenter_hand 21)))) \n
793,to pass extra_large_clamp 3 to experimenter_hand 27 \n,(:goal (and (passed extra_large_clamp 3 experimenter_hand 27)))) \n
794,to pass extra_large_clamp 9 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 9 experimenter_hand 26)))) \n
795,to pass extra_large_clamp 19 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 19 experimenter_hand 26)))) \n
796,to pass extra_large_clamp 9 to experimenter_hand 28 \n,(:goal (and (passed extra_large_clamp 9 experimenter_hand 28)))) \n
797,to pass master_chef_can 28 to experimenter_hand 16 \n,(:goal (and (passed master_chef_can 28 experimenter_hand 16)))) \n
798,to pass master_chef_can 6 to experimenter_hand 21 \n,(:goal (and (passed master_chef_can 6 experimenter_hand 21)))) \n
799,to pass master_chef_can 1 to experimenter_hand 32 \n,(:goal (and (passed master_chef_can 1 experimenter_hand 32)))) \n
800,to pass master_chef_can 3 to experimenter_hand 21 \n,(:goal (and (passed master_chef_can 3 experimenter_hand 21)))) \n
801,to pass master_chef_can 9 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 9 experimenter_hand 20)))) \n
802,to pass master_chef_can 20 to experimenter_hand 2 \n,(:goal (and (passed master_chef_can 20 experimenter_hand 2)))) \n
803,to pass master_chef_can 30 to experimenter_hand 13 \n,(:goal (and (passed master_chef_can 30 experimenter_hand 13)))) \n
804,to pass master_chef_can 26 to experimenter_hand 20 \n,(:goal (and (passed master_chef_can 26 experimenter_hand 20)))) \n
805,to pass mustard_bottle 3 to experimenter_hand 32 \n,(:goal (and (passed mustard_bottle 3 experimenter_hand 32)))) \n
806,to pass mustard_bottle 30 to experimenter_hand 3 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 3)))) \n
807,to pass mustard_bottle 13 to experimenter_hand 11 \n,(:goal (and (passed mustard_bottle 13 experimenter_hand 11)))) \n
808,to pass mustard_bottle 32 to experimenter_hand 18 \n,(:goal (and (passed mustard_bottle 32 experimenter_hand 18)))) \n
809,to pass mustard_bottle 7 to experimenter_hand 8 \n,(:goal (and (passed mustard_bottle 7 experimenter_hand 8)))) \n
810,to pass mustard_bottle 28 to experimenter_hand 29 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 29)))) \n
811,to pass mustard_bottle 26 to experimenter_hand 27 \n,(:goal (and (passed mustard_bottle 26 experimenter_hand 27)))) \n
812,to pass mustard_bottle 6 to experimenter_hand 31 \n,(:goal (and (passed mustard_bottle 6 experimenter_hand 31)))) \n
813,to pass mustard_bottle 15 to experimenter_hand 21 \n,(:goal (and (passed mustard_bottle 15 experimenter_hand 21)))) \n
814,to pass mustard_bottle 30 to experimenter_hand 17 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 17)))) \n
815,to pass power_drill 9 to experimenter_hand 1 \n,(:goal (and (passed power_drill 9 experimenter_hand 1)))) \n
816,to pass power_drill 11 to experimenter_hand 7 \n,(:goal (and (passed power_drill 11 experimenter_hand 7)))) \n
817,to pass power_drill 18 to experimenter_hand 11 \n,(:goal (and (passed power_drill 18 experimenter_hand 11)))) \n
818,to pass power_drill 12 to experimenter_hand 19 \n,(:goal (and (passed power_drill 12 experimenter_hand 19)))) \n
819,to pass power_drill 26 to experimenter_hand 7 \n,(:goal (and (passed power_drill 26 experimenter_hand 7)))) \n
820,to pass power_drill 22 to experimenter_hand 23 \n,(:goal (and (passed power_drill 22 experimenter_hand 23)))) \n
821,to pass power_drill 32 to experimenter_hand 3 \n,(:goal (and (passed power_drill 32 experimenter_hand 3)))) \n
822,to pass power_drill 31 to experimenter_hand 32 \n,(:goal (and (passed power_drill 31 experimenter_hand 32)))) \n
823,to pass tomato_soup_can 21 to experimenter_hand 6 \n,(:goal (and (passed tomato_soup_can 21 experimenter_hand 6)))) \n
824,to pass tomato_soup_can 30 to experimenter_hand 13 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 13)))) \n
825,to pass tomato_soup_can 27 to experimenter_hand 30 \n,(:goal (and (passed tomato_soup_can 27 experimenter_hand 30)))) \n
826,to pass tomato_soup_can 7 to experimenter_hand 8 \n,(:goal (and (passed tomato_soup_can 7 experimenter_hand 8)))) \n
827,to pass tomato_soup_can 19 to experimenter_hand 12 \n,(:goal (and (passed tomato_soup_can 19 experimenter_hand 12)))) \n
828,to pass tomato_soup_can 3 to experimenter_hand 23 \n,(:goal (and (passed tomato_soup_can 3 experimenter_hand 23)))) \n
829,to pass tomato_soup_can 32 to experimenter_hand 19 \n,(:goal (and (passed tomato_soup_can 32 experimenter_hand 19)))) \n
830,to pass tomato_soup_can 1 to experimenter_hand 28 \n,(:goal (and (passed tomato_soup_can 1 experimenter_hand 28)))) \n
831,to pass wood_block 17 to experimenter_hand 12 \n,(:goal (and (passed wood_block 17 experimenter_hand 12)))) \n
832,to pass wood_block 2 to experimenter_hand 24 \n,(:goal (and (passed wood_block 2 experimenter_hand 24)))) \n
833,to pass wood_block 9 to experimenter_hand 13 \n,(:goal (and (passed wood_block 9 experimenter_hand 13)))) \n
834,to pass wood_block 16 to experimenter_hand 27 \n,(:goal (and (passed wood_block 16 experimenter_hand 27)))) \n
835,to pass wood_block 10 to experimenter_hand 11 \n,(:goal (and (passed wood_block 10 experimenter_hand 11)))) \n
836,to pass wood_block 5 to experimenter_hand 25 \n,(:goal (and (passed wood_block 5 experimenter_hand 25)))) \n
837,to pass wood_block 1 to experimenter_hand 24 \n,(:goal (and (passed wood_block 1 experimenter_hand 24)))) \n
838,to pass wood_block 5 to experimenter_hand 21 \n,(:goal (and (passed wood_block 5 experimenter_hand 21)))) \n
839,to pass wood_block 28 to experimenter_hand 8 \n,(:goal (and (passed wood_block 28 experimenter_hand 8)))) \n
840,to pass banana 4 to experimenter_hand 25 \n,(:goal (and (passed banana 4 experimenter_hand 25)))) \n
841,to pass banana 9 to experimenter_hand 31 \n,(:goal (and (passed banana 9 experimenter_hand 31)))) \n
842,to pass banana 28 to experimenter_hand 5 \n,(:goal (and (passed banana 28 experimenter_hand 5)))) \n
843,to pass banana 12 to experimenter_hand 31 \n,(:goal (and (passed banana 12 experimenter_hand 31)))) \n
844,to pass banana 11 to experimenter_hand 21 \n,(:goal (and (passed banana 11 experimenter_hand 21)))) \n
845,to pass banana 20 to experimenter_hand 13 \n,(:goal (and (passed banana 20 experimenter_hand 13)))) \n
846,to pass banana 22 to experimenter_hand 18 \n,(:goal (and (passed banana 22 experimenter_hand 18)))) \n
847,to pass banana 2 to experimenter_hand 24 \n,(:goal (and (passed banana 2 experimenter_hand 24)))) \n
848,to pass banana 26 to experimenter_hand 18 \n,(:goal (and (passed banana 26 experimenter_hand 18)))) \n
849,to pass banana 13 to experimenter_hand 11 \n,(:goal (and (passed banana 13 experimenter_hand 11)))) \n
850,to pass bowl 12 to experimenter_hand 23 \n,(:goal (and (passed bowl 12 experimenter_hand 23)))) \n
851,to pass bowl 3 to experimenter_hand 28 \n,(:goal (and (passed bowl 3 experimenter_hand 28)))) \n
852,to pass bowl 25 to experimenter_hand 29 \n,(:goal (and (passed bowl 25 experimenter_hand 29)))) \n
853,to pass bowl 25 to experimenter_hand 21 \n,(:goal (and (passed bowl 25 experimenter_hand 21)))) \n
854,to pass bowl 5 to experimenter_hand 27 \n,(:goal (and (passed bowl 5 experimenter_hand 27)))) \n
855,to pass bowl 26 to experimenter_hand 5 \n,(:goal (and (passed bowl 26 experimenter_hand 5)))) \n
856,to pass bowl 24 to experimenter_hand 14 \n,(:goal (and (passed bowl 24 experimenter_hand 14)))) \n
857,to pass bowl 1 to experimenter_hand 2 \n,(:goal (and (passed bowl 1 experimenter_hand 2)))) \n
858,to pass extra_large_clamp 21 to experimenter_hand 30 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 30)))) \n
859,to pass extra_large_clamp 22 to experimenter_hand 18 \n,(:goal (and (passed extra_large_clamp 22 experimenter_hand 18)))) \n
860,to pass extra_large_clamp 13 to experimenter_hand 29 \n,(:goal (and (passed extra_large_clamp 13 experimenter_hand 29)))) \n
861,to pass extra_large_clamp 15 to experimenter_hand 10 \n,(:goal (and (passed extra_large_clamp 15 experimenter_hand 10)))) \n
862,to pass extra_large_clamp 28 to experimenter_hand 9 \n,(:goal (and (passed extra_large_clamp 28 experimenter_hand 9)))) \n
863,to pass extra_large_clamp 25 to experimenter_hand 8 \n,(:goal (and (passed extra_large_clamp 25 experimenter_hand 8)))) \n
864,to pass extra_large_clamp 25 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 25 experimenter_hand 26)))) \n
865,to pass extra_large_clamp 21 to experimenter_hand 22 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 22)))) \n
866,to pass extra_large_clamp 21 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 26)))) \n
867,to pass extra_large_clamp 18 to experimenter_hand 24 \n,(:goal (and (passed extra_large_clamp 18 experimenter_hand 24)))) \n
868,to pass master_chef_can 23 to experimenter_hand 1 \n,(:goal (and (passed master_chef_can 23 experimenter_hand 1)))) \n
869,to pass master_chef_can 16 to experimenter_hand 8 \n,(:goal (and (passed master_chef_can 16 experimenter_hand 8)))) \n
870,to pass master_chef_can 3 to experimenter_hand 23 \n,(:goal (and (passed master_chef_can 3 experimenter_hand 23)))) \n
871,to pass master_chef_can 10 to experimenter_hand 7 \n,(:goal (and (passed master_chef_can 10 experimenter_hand 7)))) \n
872,to pass master_chef_can 9 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 9 experimenter_hand 25)))) \n
873,to pass master_chef_can 26 to experimenter_hand 1 \n,(:goal (and (passed master_chef_can 26 experimenter_hand 1)))) \n
874,to pass master_chef_can 5 to experimenter_hand 10 \n,(:goal (and (passed master_chef_can 5 experimenter_hand 10)))) \n
875,to pass master_chef_can 24 to experimenter_hand 12 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 12)))) \n
876,to pass mustard_bottle 28 to experimenter_hand 10 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 10)))) \n
877,to pass mustard_bottle 28 to experimenter_hand 13 \n,(:goal (and (passed mustard_bottle 28 experimenter_hand 13)))) \n
878,to pass mustard_bottle 14 to experimenter_hand 7 \n,(:goal (and (passed mustard_bottle 14 experimenter_hand 7)))) \n
879,to pass mustard_bottle 6 to experimenter_hand 12 \n,(:goal (and (passed mustard_bottle 6 experimenter_hand 12)))) \n
880,to pass mustard_bottle 7 to experimenter_hand 1 \n,(:goal (and (passed mustard_bottle 7 experimenter_hand 1)))) \n
881,to pass mustard_bottle 17 to experimenter_hand 1 \n,(:goal (and (passed mustard_bottle 17 experimenter_hand 1)))) \n
882,to pass mustard_bottle 30 to experimenter_hand 20 \n,(:goal (and (passed mustard_bottle 30 experimenter_hand 20)))) \n
883,to pass mustard_bottle 9 to experimenter_hand 2 \n,(:goal (and (passed mustard_bottle 9 experimenter_hand 2)))) \n
884,to pass tomato_soup_can 30 to experimenter_hand 21 \n,(:goal (and (passed tomato_soup_can 30 experimenter_hand 21)))) \n
885,to pass tomato_soup_can 13 to experimenter_hand 15 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 15)))) \n
886,to pass tomato_soup_can 13 to experimenter_hand 14 \n,(:goal (and (passed tomato_soup_can 13 experimenter_hand 14)))) \n
887,to pass tomato_soup_can 5 to experimenter_hand 26 \n,(:goal (and (passed tomato_soup_can 5 experimenter_hand 26)))) \n
888,to pass tomato_soup_can 24 to experimenter_hand 28 \n,(:goal (and (passed tomato_soup_can 24 experimenter_hand 28)))) \n
889,to pass tomato_soup_can 32 to experimenter_hand 1 \n,(:goal (and (passed tomato_soup_can 32 experimenter_hand 1)))) \n
890,to pass tomato_soup_can 12 to experimenter_hand 15 \n,(:goal (and (passed tomato_soup_can 12 experimenter_hand 15)))) \n
891,to pass tomato_soup_can 28 to experimenter_hand 16 \n,(:goal (and (passed tomato_soup_can 28 experimenter_hand 16)))) \n
892,to pass tomato_soup_can 31 to experimenter_hand 21 \n,(:goal (and (passed tomato_soup_can 31 experimenter_hand 21)))) \n
893,to pass tomato_soup_can 29 to experimenter_hand 1 \n,(:goal (and (passed tomato_soup_can 29 experimenter_hand 1)))) \n
894,to pass wood_block 31 to experimenter_hand 16 \n,(:goal (and (passed wood_block 31 experimenter_hand 16)))) \n
895,to pass wood_block 18 to experimenter_hand 7 \n,(:goal (and (passed wood_block 18 experimenter_hand 7)))) \n
896,to pass wood_block 22 to experimenter_hand 30 \n,(:goal (and (passed wood_block 22 experimenter_hand 30)))) \n
897,to pass wood_block 21 to experimenter_hand 22 \n,(:goal (and (passed wood_block 21 experimenter_hand 22)))) \n
898,to pass wood_block 21 to experimenter_hand 8 \n,(:goal (and (passed wood_block 21 experimenter_hand 8)))) \n
899,to pass wood_block 22 to experimenter_hand 2 \n,(:goal (and (passed wood_block 22 experimenter_hand 2)))) \n
900,to pass wood_block 2 to experimenter_hand 16 \n,(:goal (and (passed wood_block 2 experimenter_hand 16)))) \n
901,to pass wood_block 10 to experimenter_hand 5 \n,(:goal (and (passed wood_block 10 experimenter_hand 5)))) \n
902,to pass wood_block 5 to experimenter_hand 27 \n,(:goal (and (passed wood_block 5 experimenter_hand 27)))) \n
903,to pass banana 31 to experimenter_hand 6 \n,(:goal (and (passed banana 31 experimenter_hand 6)))) \n
904,to pass banana 31 to experimenter_hand 23 \n,(:goal (and (passed banana 31 experimenter_hand 23)))) \n
905,to pass banana 30 to experimenter_hand 3 \n,(:goal (and (passed banana 30 experimenter_hand 3)))) \n
906,to pass banana 27 to experimenter_hand 24 \n,(:goal (and (passed banana 27 experimenter_hand 24)))) \n
907,to pass banana 1 to experimenter_hand 25 \n,(:goal (and (passed banana 1 experimenter_hand 25)))) \n
908,to pass banana 30 to experimenter_hand 14 \n,(:goal (and (passed banana 30 experimenter_hand 14)))) \n
909,to pass banana 12 to experimenter_hand 20 \n,(:goal (and (passed banana 12 experimenter_hand 20)))) \n
910,to pass banana 20 to experimenter_hand 8 \n,(:goal (and (passed banana 20 experimenter_hand 8)))) \n
911,to pass banana 16 to experimenter_hand 19 \n,(:goal (and (passed banana 16 experimenter_hand 19)))) \n
912,to pass bowl 10 to experimenter_hand 20 \n,(:goal (and (passed bowl 10 experimenter_hand 20)))) \n
913,to pass bowl 30 to experimenter_hand 7 \n,(:goal (and (passed bowl 30 experimenter_hand 7)))) \n
914,to pass bowl 32 to experimenter_hand 6 \n,(:goal (and (passed bowl 32 experimenter_hand 6)))) \n
915,to pass bowl 31 to experimenter_hand 10 \n,(:goal (and (passed bowl 31 experimenter_hand 10)))) \n
916,to pass bowl 8 to experimenter_hand 6 \n,(:goal (and (passed bowl 8 experimenter_hand 6)))) \n
917,to pass bowl 31 to experimenter_hand 21 \n,(:goal (and (passed bowl 31 experimenter_hand 21)))) \n
918,to pass extra_large_clamp 2 to experimenter_hand 4 \n,(:goal (and (passed extra_large_clamp 2 experimenter_hand 4)))) \n
919,to pass extra_large_clamp 16 to experimenter_hand 24 \n,(:goal (and (passed extra_large_clamp 16 experimenter_hand 24)))) \n
920,to pass extra_large_clamp 4 to experimenter_hand 23 \n,(:goal (and (passed extra_large_clamp 4 experimenter_hand 23)))) \n
921,to pass extra_large_clamp 1 to experimenter_hand 20 \n,(:goal (and (passed extra_large_clamp 1 experimenter_hand 20)))) \n
922,to pass extra_large_clamp 18 to experimenter_hand 6 \n,(:goal (and (passed extra_large_clamp 18 experimenter_hand 6)))) \n
923,to pass extra_large_clamp 6 to experimenter_hand 13 \n,(:goal (and (passed extra_large_clamp 6 experimenter_hand 13)))) \n
924,to pass extra_large_clamp 8 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 8 experimenter_hand 26)))) \n
925,to pass extra_large_clamp 29 to experimenter_hand 25 \n,(:goal (and (passed extra_large_clamp 29 experimenter_hand 25)))) \n
926,to pass extra_large_clamp 21 to experimenter_hand 12 \n,(:goal (and (passed extra_large_clamp 21 experimenter_hand 12)))) \n
927,to pass extra_large_clamp 11 to experimenter_hand 26 \n,(:goal (and (passed extra_large_clamp 11 experimenter_hand 26)))) \n
928,to pass master_chef_can 15 to experimenter_hand 30 \n,(:goal (and (passed master_chef_can 15 experimenter_hand 30)))) \n
929,to pass master_chef_can 24 to experimenter_hand 32 \n,(:goal (and (passed master_chef_can 24 experimenter_hand 32)))) \n
930,to pass master_chef_can 1 to experimenter_hand 2 \n,(:goal (and (passed master_chef_can 1 experimenter_hand 2)))) \n
931,to pass master_chef_can 31 to experimenter_hand 32 \n,(:goal (and (passed master_chef_can 31 experimenter_hand 32)))) \n
932,to pass master_chef_can 32 to experimenter_hand 9 \n,(:goal (and (passed master_chef_can 32 experimenter_hand 9)))) \n
933,to pass master_chef_can 16 to experimenter_hand 25 \n,(:goal (and (passed master_chef_can 16 experimenter_hand 25)))) \n
934,to pass master_chef_can 32 to experimenter_hand 11 \n,(:goal (and (passed master_chef_can 32 experimenter_hand 11)))) \n
935,to pass mustard_bottle 24 to experimenter_hand 15 \n,(:goal (and (passed mustard_bottle 24 experimenter_hand 15)))) \n
936,to pass mustard_bottle 23 to experimenter_hand 4 \n,(:goal (and (passed mustard_bottle 23 experimenter_hand 4)))) \n
