ID,Ours,PDDL
6088,to pass wood_block 5 to experimenter_hand 18 \n,(:goal (and (passed wood_block 5 experimenter_hand 18)))) \n
6089,to pass wood_block 5 to experimenter_hand 19 \n,(:goal (and (passed wood_block 5 experimenter_hand 19)))) \n
6090,to pass wood_block 5 to experimenter_hand 20 \n,(:goal (and (passed wood_block 5 experimenter_hand 20)))) \n
6091,to pass wood_block 5 to experimenter_hand 22 \n,(:goal (and (passed wood_block 5 experimenter_hand 22)))) \n
6092,to pass wood_block 5 to experimenter_hand 24 \n,(:goal (and (passed wood_block 5 experimenter_hand 24)))) \n
6093,to pass wood_block 5 to experimenter_hand 26 \n,(:goal (and (passed wood_block 5 experimenter_hand 26)))) \n
6094,to pass wood_block 5 to experimenter_hand 28 \n,(:goal (and (passed wood_block 5 experimenter_hand 28)))) \n
6095,to pass wood_block 5 to experimenter_hand 29 \n,(:goal (and (passed wood_block 5 experimenter_hand 29)))) \n
6096,to pass wood_block 5 to experimenter_hand 30 \n,(:goal (and (passed wood_block 5 experimenter_hand 30)))) \n
6097,to pass wood_block 5 to experimenter_hand 32 \n,(:goal (and (passed wood_block 5 experimenter_hand 32)))) \n
6098,to pass wood_block 6 to experimenter_hand 1 \n,(:goal (and (passed wood_block 6 experimenter_hand 1)))) \n
6099,to pass wood_block 6 to experimenter_hand 3 \n,(:goal (and (passed wood_block 6 experimenter_hand 3)))) \n
6100,to pass wood_block 6 to experimenter_hand 4 \n,(:goal (and (passed wood_block 6 experimenter_hand 4)))) \n
6101,to pass wood_block 6 to experimenter_hand 5 \n,(:goal (and (passed wood_block 6 experimenter_hand 5)))) \n
6102,to pass wood_block 6 to experimenter_hand 7 \n,(:goal (and (passed wood_block 6 experimenter_hand 7)))) \n
6103,to pass wood_block 6 to experimenter_hand 8 \n,(:goal (and (passed wood_block 6 experimenter_hand 8)))) \n
6104,to pass wood_block 6 to experimenter_hand 9 \n,(:goal (and (passed wood_block 6 experimenter_hand 9)))) \n
6105,to pass wood_block 6 to experimenter_hand 10 \n,(:goal (and (passed wood_block 6 experimenter_hand 10)))) \n
6106,to pass wood_block 6 to experimenter_hand 13 \n,(:goal (and (passed wood_block 6 experimenter_hand 13)))) \n
6107,to pass wood_block 6 to experimenter_hand 14 \n,(:goal (and (passed wood_block 6 experimenter_hand 14)))) \n
6108,to pass wood_block 6 to experimenter_hand 15 \n,(:goal (and (passed wood_block 6 experimenter_hand 15)))) \n
6109,to pass wood_block 6 to experimenter_hand 16 \n,(:goal (and (passed wood_block 6 experimenter_hand 16)))) \n
6110,to pass wood_block 6 to experimenter_hand 17 \n,(:goal (and (passed wood_block 6 experimenter_hand 17)))) \n
6111,to pass wood_block 6 to experimenter_hand 18 \n,(:goal (and (passed wood_block 6 experimenter_hand 18)))) \n
6112,to pass wood_block 6 to experimenter_hand 19 \n,(:goal (and (passed wood_block 6 experimenter_hand 19)))) \n
6113,to pass wood_block 6 to experimenter_hand 20 \n,(:goal (and (passed wood_block 6 experimenter_hand 20)))) \n
6114,to pass wood_block 6 to experimenter_hand 21 \n,(:goal (and (passed wood_block 6 experimenter_hand 21)))) \n
6115,to pass wood_block 6 to experimenter_hand 22 \n,(:goal (and (passed wood_block 6 experimenter_hand 22)))) \n
6116,to pass wood_block 6 to experimenter_hand 23 \n,(:goal (and (passed wood_block 6 experimenter_hand 23)))) \n
6117,to pass wood_block 6 to experimenter_hand 24 \n,(:goal (and (passed wood_block 6 experimenter_hand 24)))) \n
6118,to pass wood_block 6 to experimenter_hand 26 \n,(:goal (and (passed wood_block 6 experimenter_hand 26)))) \n
6119,to pass wood_block 6 to experimenter_hand 27 \n,(:goal (and (passed wood_block 6 experimenter_hand 27)))) \n
6120,to pass wood_block 6 to experimenter_hand 28 \n,(:goal (and (passed wood_block 6 experimenter_hand 28)))) \n
6121,to pass wood_block 6 to experimenter_hand 29 \n,(:goal (and (passed wood_block 6 experimenter_hand 29)))) \n
6122,to pass wood_block 6 to experimenter_hand 30 \n,(:goal (and (passed wood_block 6 experimenter_hand 30)))) \n
6123,to pass wood_block 6 to experimenter_hand 31 \n,(:goal (and (passed wood_block 6 experimenter_hand 31)))) \n
6124,to pass wood_block 6 to experimenter_hand 32 \n,(:goal (and (passed wood_block 6 experimenter_hand 32)))) \n
6125,to pass wood_block 7 to experimenter_hand 1 \n,(:goal (and (passed wood_block 7 experimenter_hand 1)))) \n
6126,to pass wood_block 7 to experimenter_hand 2 \n,(:goal (and (passed wood_block 7 experimenter_hand 2)))) \n
6127,to pass wood_block 7 to experimenter_hand 3 \n,(:goal (and (passed wood_block 7 experimenter_hand 3)))) \n
6128,to pass wood_block 7 to experimenter_hand 4 \n,(:goal (and (passed wood_block 7 experimenter_hand 4)))) \n
6129,to pass wood_block 7 to experimenter_hand 5 \n,(:goal (and (passed wood_block 7 experimenter_hand 5)))) \n
6130,to pass wood_block 7 to experimenter_hand 6 \n,(:goal (and (passed wood_block 7 experimenter_hand 6)))) \n
6131,to pass wood_block 7 to experimenter_hand 8 \n,(:goal (and (passed wood_block 7 experimenter_hand 8)))) \n
6132,to pass wood_block 7 to experimenter_hand 9 \n,(:goal (and (passed wood_block 7 experimenter_hand 9)))) \n
6133,to pass wood_block 7 to experimenter_hand 10 \n,(:goal (and (passed wood_block 7 experimenter_hand 10)))) \n
6134,to pass wood_block 7 to experimenter_hand 11 \n,(:goal (and (passed wood_block 7 experimenter_hand 11)))) \n
6135,to pass wood_block 7 to experimenter_hand 13 \n,(:goal (and (passed wood_block 7 experimenter_hand 13)))) \n
6136,to pass wood_block 7 to experimenter_hand 14 \n,(:goal (and (passed wood_block 7 experimenter_hand 14)))) \n
6137,to pass wood_block 7 to experimenter_hand 15 \n,(:goal (and (passed wood_block 7 experimenter_hand 15)))) \n
6138,to pass wood_block 7 to experimenter_hand 16 \n,(:goal (and (passed wood_block 7 experimenter_hand 16)))) \n
6139,to pass wood_block 7 to experimenter_hand 17 \n,(:goal (and (passed wood_block 7 experimenter_hand 17)))) \n
6140,to pass wood_block 7 to experimenter_hand 18 \n,(:goal (and (passed wood_block 7 experimenter_hand 18)))) \n
6141,to pass wood_block 7 to experimenter_hand 19 \n,(:goal (and (passed wood_block 7 experimenter_hand 19)))) \n
6142,to pass wood_block 7 to experimenter_hand 20 \n,(:goal (and (passed wood_block 7 experimenter_hand 20)))) \n
6143,to pass wood_block 7 to experimenter_hand 21 \n,(:goal (and (passed wood_block 7 experimenter_hand 21)))) \n
6144,to pass wood_block 7 to experimenter_hand 22 \n,(:goal (and (passed wood_block 7 experimenter_hand 22)))) \n
6145,to pass wood_block 7 to experimenter_hand 23 \n,(:goal (and (passed wood_block 7 experimenter_hand 23)))) \n
6146,to pass wood_block 7 to experimenter_hand 24 \n,(:goal (and (passed wood_block 7 experimenter_hand 24)))) \n
6147,to pass wood_block 7 to experimenter_hand 25 \n,(:goal (and (passed wood_block 7 experimenter_hand 25)))) \n
6148,to pass wood_block 7 to experimenter_hand 26 \n,(:goal (and (passed wood_block 7 experimenter_hand 26)))) \n
6149,to pass wood_block 7 to experimenter_hand 27 \n,(:goal (and (passed wood_block 7 experimenter_hand 27)))) \n
6150,to pass wood_block 7 to experimenter_hand 28 \n,(:goal (and (passed wood_block 7 experimenter_hand 28)))) \n
6151,to pass wood_block 7 to experimenter_hand 29 \n,(:goal (and (passed wood_block 7 experimenter_hand 29)))) \n
6152,to pass wood_block 7 to experimenter_hand 30 \n,(:goal (and (passed wood_block 7 experimenter_hand 30)))) \n
6153,to pass wood_block 7 to experimenter_hand 31 \n,(:goal (and (passed wood_block 7 experimenter_hand 31)))) \n
6154,to pass wood_block 7 to experimenter_hand 32 \n,(:goal (and (passed wood_block 7 experimenter_hand 32)))) \n
6155,to pass wood_block 8 to experimenter_hand 2 \n,(:goal (and (passed wood_block 8 experimenter_hand 2)))) \n
6156,to pass wood_block 8 to experimenter_hand 3 \n,(:goal (and (passed wood_block 8 experimenter_hand 3)))) \n
6157,to pass wood_block 8 to experimenter_hand 4 \n,(:goal (and (passed wood_block 8 experimenter_hand 4)))) \n
6158,to pass wood_block 8 to experimenter_hand 5 \n,(:goal (and (passed wood_block 8 experimenter_hand 5)))) \n
6159,to pass wood_block 8 to experimenter_hand 6 \n,(:goal (and (passed wood_block 8 experimenter_hand 6)))) \n
6160,to pass wood_block 8 to experimenter_hand 7 \n,(:goal (and (passed wood_block 8 experimenter_hand 7)))) \n
6161,to pass wood_block 8 to experimenter_hand 9 \n,(:goal (and (passed wood_block 8 experimenter_hand 9)))) \n
6162,to pass wood_block 8 to experimenter_hand 10 \n,(:goal (and (passed wood_block 8 experimenter_hand 10)))) \n
6163,to pass wood_block 8 to experimenter_hand 12 \n,(:goal (and (passed wood_block 8 experimenter_hand 12)))) \n
6164,to pass wood_block 8 to experimenter_hand 13 \n,(:goal (and (passed wood_block 8 experimenter_hand 13)))) \n
6165,to pass wood_block 8 to experimenter_hand 14 \n,(:goal (and (passed wood_block 8 experimenter_hand 14)))) \n
6166,to pass wood_block 8 to experimenter_hand 15 \n,(:goal (and (passed wood_block 8 experimenter_hand 15)))) \n
6167,to pass wood_block 8 to experimenter_hand 16 \n,(:goal (and (passed wood_block 8 experimenter_hand 16)))) \n
6168,to pass wood_block 8 to experimenter_hand 17 \n,(:goal (and (passed wood_block 8 experimenter_hand 17)))) \n
6169,to pass wood_block 8 to experimenter_hand 18 \n,(:goal (and (passed wood_block 8 experimenter_hand 18)))) \n
6170,to pass wood_block 8 to experimenter_hand 20 \n,(:goal (and (passed wood_block 8 experimenter_hand 20)))) \n
6171,to pass wood_block 8 to experimenter_hand 21 \n,(:goal (and (passed wood_block 8 experimenter_hand 21)))) \n
6172,to pass wood_block 8 to experimenter_hand 23 \n,(:goal (and (passed wood_block 8 experimenter_hand 23)))) \n
6173,to pass wood_block 8 to experimenter_hand 24 \n,(:goal (and (passed wood_block 8 experimenter_hand 24)))) \n
6174,to pass wood_block 8 to experimenter_hand 25 \n,(:goal (and (passed wood_block 8 experimenter_hand 25)))) \n
6175,to pass wood_block 8 to experimenter_hand 26 \n,(:goal (and (passed wood_block 8 experimenter_hand 26)))) \n
6176,to pass wood_block 8 to experimenter_hand 27 \n,(:goal (and (passed wood_block 8 experimenter_hand 27)))) \n
6177,to pass wood_block 8 to experimenter_hand 28 \n,(:goal (and (passed wood_block 8 experimenter_hand 28)))) \n
6178,to pass wood_block 8 to experimenter_hand 29 \n,(:goal (and (passed wood_block 8 experimenter_hand 29)))) \n
6179,to pass wood_block 8 to experimenter_hand 30 \n,(:goal (and (passed wood_block 8 experimenter_hand 30)))) \n
6180,to pass wood_block 8 to experimenter_hand 31 \n,(:goal (and (passed wood_block 8 experimenter_hand 31)))) \n
6181,to pass wood_block 8 to experimenter_hand 32 \n,(:goal (and (passed wood_block 8 experimenter_hand 32)))) \n
6182,to pass wood_block 9 to experimenter_hand 1 \n,(:goal (and (passed wood_block 9 experimenter_hand 1)))) \n
6183,to pass wood_block 9 to experimenter_hand 2 \n,(:goal (and (passed wood_block 9 experimenter_hand 2)))) \n
6184,to pass wood_block 9 to experimenter_hand 3 \n,(:goal (and (passed wood_block 9 experimenter_hand 3)))) \n
6185,to pass wood_block 9 to experimenter_hand 4 \n,(:goal (and (passed wood_block 9 experimenter_hand 4)))) \n
6186,to pass wood_block 9 to experimenter_hand 5 \n,(:goal (and (passed wood_block 9 experimenter_hand 5)))) \n
6187,to pass wood_block 9 to experimenter_hand 6 \n,(:goal (and (passed wood_block 9 experimenter_hand 6)))) \n
6188,to pass wood_block 9 to experimenter_hand 7 \n,(:goal (and (passed wood_block 9 experimenter_hand 7)))) \n
6189,to pass wood_block 9 to experimenter_hand 8 \n,(:goal (and (passed wood_block 9 experimenter_hand 8)))) \n
6190,to pass wood_block 9 to experimenter_hand 10 \n,(:goal (and (passed wood_block 9 experimenter_hand 10)))) \n
6191,to pass wood_block 9 to experimenter_hand 11 \n,(:goal (and (passed wood_block 9 experimenter_hand 11)))) \n
6192,to pass wood_block 9 to experimenter_hand 14 \n,(:goal (and (passed wood_block 9 experimenter_hand 14)))) \n
6193,to pass wood_block 9 to experimenter_hand 16 \n,(:goal (and (passed wood_block 9 experimenter_hand 16)))) \n
6194,to pass wood_block 9 to experimenter_hand 17 \n,(:goal (and (passed wood_block 9 experimenter_hand 17)))) \n
6195,to pass wood_block 9 to experimenter_hand 18 \n,(:goal (and (passed wood_block 9 experimenter_hand 18)))) \n
6196,to pass wood_block 9 to experimenter_hand 19 \n,(:goal (and (passed wood_block 9 experimenter_hand 19)))) \n
6197,to pass wood_block 9 to experimenter_hand 20 \n,(:goal (and (passed wood_block 9 experimenter_hand 20)))) \n
6198,to pass wood_block 9 to experimenter_hand 21 \n,(:goal (and (passed wood_block 9 experimenter_hand 21)))) \n
6199,to pass wood_block 9 to experimenter_hand 22 \n,(:goal (and (passed wood_block 9 experimenter_hand 22)))) \n
6200,to pass wood_block 9 to experimenter_hand 23 \n,(:goal (and (passed wood_block 9 experimenter_hand 23)))) \n
6201,to pass wood_block 9 to experimenter_hand 24 \n,(:goal (and (passed wood_block 9 experimenter_hand 24)))) \n
6202,to pass wood_block 9 to experimenter_hand 26 \n,(:goal (and (passed wood_block 9 experimenter_hand 26)))) \n
6203,to pass wood_block 9 to experimenter_hand 27 \n,(:goal (and (passed wood_block 9 experimenter_hand 27)))) \n
6204,to pass wood_block 9 to experimenter_hand 28 \n,(:goal (and (passed wood_block 9 experimenter_hand 28)))) \n
6205,to pass wood_block 9 to experimenter_hand 29 \n,(:goal (and (passed wood_block 9 experimenter_hand 29)))) \n
6206,to pass wood_block 9 to experimenter_hand 31 \n,(:goal (and (passed wood_block 9 experimenter_hand 31)))) \n
6207,to pass wood_block 9 to experimenter_hand 32 \n,(:goal (and (passed wood_block 9 experimenter_hand 32)))) \n
6208,to pass wood_block 10 to experimenter_hand 1 \n,(:goal (and (passed wood_block 10 experimenter_hand 1)))) \n
6209,to pass wood_block 10 to experimenter_hand 2 \n,(:goal (and (passed wood_block 10 experimenter_hand 2)))) \n
6210,to pass wood_block 10 to experimenter_hand 3 \n,(:goal (and (passed wood_block 10 experimenter_hand 3)))) \n
6211,to pass wood_block 10 to experimenter_hand 4 \n,(:goal (and (passed wood_block 10 experimenter_hand 4)))) \n
6212,to pass wood_block 10 to experimenter_hand 6 \n,(:goal (and (passed wood_block 10 experimenter_hand 6)))) \n
6213,to pass wood_block 10 to experimenter_hand 7 \n,(:goal (and (passed wood_block 10 experimenter_hand 7)))) \n
6214,to pass wood_block 10 to experimenter_hand 8 \n,(:goal (and (passed wood_block 10 experimenter_hand 8)))) \n
6215,to pass wood_block 10 to experimenter_hand 9 \n,(:goal (and (passed wood_block 10 experimenter_hand 9)))) \n
6216,to pass wood_block 10 to experimenter_hand 12 \n,(:goal (and (passed wood_block 10 experimenter_hand 12)))) \n
6217,to pass wood_block 10 to experimenter_hand 13 \n,(:goal (and (passed wood_block 10 experimenter_hand 13)))) \n
6218,to pass wood_block 10 to experimenter_hand 14 \n,(:goal (and (passed wood_block 10 experimenter_hand 14)))) \n
6219,to pass wood_block 10 to experimenter_hand 15 \n,(:goal (and (passed wood_block 10 experimenter_hand 15)))) \n
6220,to pass wood_block 10 to experimenter_hand 16 \n,(:goal (and (passed wood_block 10 experimenter_hand 16)))) \n
6221,to pass wood_block 10 to experimenter_hand 17 \n,(:goal (and (passed wood_block 10 experimenter_hand 17)))) \n
6222,to pass wood_block 10 to experimenter_hand 18 \n,(:goal (and (passed wood_block 10 experimenter_hand 18)))) \n
6223,to pass wood_block 10 to experimenter_hand 19 \n,(:goal (and (passed wood_block 10 experimenter_hand 19)))) \n
6224,to pass wood_block 10 to experimenter_hand 20 \n,(:goal (and (passed wood_block 10 experimenter_hand 20)))) \n
6225,to pass wood_block 10 to experimenter_hand 21 \n,(:goal (and (passed wood_block 10 experimenter_hand 21)))) \n
6226,to pass wood_block 10 to experimenter_hand 22 \n,(:goal (and (passed wood_block 10 experimenter_hand 22)))) \n
6227,to pass wood_block 10 to experimenter_hand 24 \n,(:goal (and (passed wood_block 10 experimenter_hand 24)))) \n
6228,to pass wood_block 10 to experimenter_hand 25 \n,(:goal (and (passed wood_block 10 experimenter_hand 25)))) \n
6229,to pass wood_block 10 to experimenter_hand 26 \n,(:goal (and (passed wood_block 10 experimenter_hand 26)))) \n
6230,to pass wood_block 10 to experimenter_hand 27 \n,(:goal (and (passed wood_block 10 experimenter_hand 27)))) \n
6231,to pass wood_block 10 to experimenter_hand 28 \n,(:goal (and (passed wood_block 10 experimenter_hand 28)))) \n
6232,to pass wood_block 10 to experimenter_hand 29 \n,(:goal (and (passed wood_block 10 experimenter_hand 29)))) \n
6233,to pass wood_block 10 to experimenter_hand 31 \n,(:goal (and (passed wood_block 10 experimenter_hand 31)))) \n
6234,to pass wood_block 10 to experimenter_hand 32 \n,(:goal (and (passed wood_block 10 experimenter_hand 32)))) \n
6235,to pass wood_block 11 to experimenter_hand 1 \n,(:goal (and (passed wood_block 11 experimenter_hand 1)))) \n
6236,to pass wood_block 11 to experimenter_hand 2 \n,(:goal (and (passed wood_block 11 experimenter_hand 2)))) \n
6237,to pass wood_block 11 to experimenter_hand 3 \n,(:goal (and (passed wood_block 11 experimenter_hand 3)))) \n
6238,to pass wood_block 11 to experimenter_hand 6 \n,(:goal (and (passed wood_block 11 experimenter_hand 6)))) \n
6239,to pass wood_block 11 to experimenter_hand 7 \n,(:goal (and (passed wood_block 11 experimenter_hand 7)))) \n
6240,to pass wood_block 11 to experimenter_hand 8 \n,(:goal (and (passed wood_block 11 experimenter_hand 8)))) \n
6241,to pass wood_block 11 to experimenter_hand 9 \n,(:goal (and (passed wood_block 11 experimenter_hand 9)))) \n
6242,to pass wood_block 11 to experimenter_hand 10 \n,(:goal (and (passed wood_block 11 experimenter_hand 10)))) \n
6243,to pass wood_block 11 to experimenter_hand 12 \n,(:goal (and (passed wood_block 11 experimenter_hand 12)))) \n
6244,to pass wood_block 11 to experimenter_hand 13 \n,(:goal (and (passed wood_block 11 experimenter_hand 13)))) \n
6245,to pass wood_block 11 to experimenter_hand 14 \n,(:goal (and (passed wood_block 11 experimenter_hand 14)))) \n
6246,to pass wood_block 11 to experimenter_hand 15 \n,(:goal (and (passed wood_block 11 experimenter_hand 15)))) \n
6247,to pass wood_block 11 to experimenter_hand 16 \n,(:goal (and (passed wood_block 11 experimenter_hand 16)))) \n
6248,to pass wood_block 11 to experimenter_hand 17 \n,(:goal (and (passed wood_block 11 experimenter_hand 17)))) \n
6249,to pass wood_block 11 to experimenter_hand 18 \n,(:goal (and (passed wood_block 11 experimenter_hand 18)))) \n
6250,to pass wood_block 11 to experimenter_hand 20 \n,(:goal (and (passed wood_block 11 experimenter_hand 20)))) \n
6251,to pass wood_block 11 to experimenter_hand 22 \n,(:goal (and (passed wood_block 11 experimenter_hand 22)))) \n
6252,to pass wood_block 11 to experimenter_hand 23 \n,(:goal (and (passed wood_block 11 experimenter_hand 23)))) \n
6253,to pass wood_block 11 to experimenter_hand 25 \n,(:goal (and (passed wood_block 11 experimenter_hand 25)))) \n
6254,to pass wood_block 11 to experimenter_hand 26 \n,(:goal (and (passed wood_block 11 experimenter_hand 26)))) \n
6255,to pass wood_block 11 to experimenter_hand 27 \n,(:goal (and (passed wood_block 11 experimenter_hand 27)))) \n
6256,to pass wood_block 11 to experimenter_hand 28 \n,(:goal (and (passed wood_block 11 experimenter_hand 28)))) \n
6257,to pass wood_block 11 to experimenter_hand 29 \n,(:goal (and (passed wood_block 11 experimenter_hand 29)))) \n
6258,to pass wood_block 11 to experimenter_hand 30 \n,(:goal (and (passed wood_block 11 experimenter_hand 30)))) \n
6259,to pass wood_block 11 to experimenter_hand 31 \n,(:goal (and (passed wood_block 11 experimenter_hand 31)))) \n
6260,to pass wood_block 11 to experimenter_hand 32 \n,(:goal (and (passed wood_block 11 experimenter_hand 32)))) \n
6261,to pass wood_block 12 to experimenter_hand 1 \n,(:goal (and (passed wood_block 12 experimenter_hand 1)))) \n
6262,to pass wood_block 12 to experimenter_hand 2 \n,(:goal (and (passed wood_block 12 experimenter_hand 2)))) \n
6263,to pass wood_block 12 to experimenter_hand 3 \n,(:goal (and (passed wood_block 12 experimenter_hand 3)))) \n
6264,to pass wood_block 12 to experimenter_hand 4 \n,(:goal (and (passed wood_block 12 experimenter_hand 4)))) \n
6265,to pass wood_block 12 to experimenter_hand 5 \n,(:goal (and (passed wood_block 12 experimenter_hand 5)))) \n
6266,to pass wood_block 12 to experimenter_hand 6 \n,(:goal (and (passed wood_block 12 experimenter_hand 6)))) \n
6267,to pass wood_block 12 to experimenter_hand 7 \n,(:goal (and (passed wood_block 12 experimenter_hand 7)))) \n
6268,to pass wood_block 12 to experimenter_hand 8 \n,(:goal (and (passed wood_block 12 experimenter_hand 8)))) \n
6269,to pass wood_block 12 to experimenter_hand 9 \n,(:goal (and (passed wood_block 12 experimenter_hand 9)))) \n
6270,to pass wood_block 12 to experimenter_hand 10 \n,(:goal (and (passed wood_block 12 experimenter_hand 10)))) \n
6271,to pass wood_block 12 to experimenter_hand 11 \n,(:goal (and (passed wood_block 12 experimenter_hand 11)))) \n
6272,to pass wood_block 12 to experimenter_hand 13 \n,(:goal (and (passed wood_block 12 experimenter_hand 13)))) \n
6273,to pass wood_block 12 to experimenter_hand 14 \n,(:goal (and (passed wood_block 12 experimenter_hand 14)))) \n
6274,to pass wood_block 12 to experimenter_hand 15 \n,(:goal (and (passed wood_block 12 experimenter_hand 15)))) \n
6275,to pass wood_block 12 to experimenter_hand 16 \n,(:goal (and (passed wood_block 12 experimenter_hand 16)))) \n
6276,to pass wood_block 12 to experimenter_hand 17 \n,(:goal (and (passed wood_block 12 experimenter_hand 17)))) \n
6277,to pass wood_block 12 to experimenter_hand 18 \n,(:goal (and (passed wood_block 12 experimenter_hand 18)))) \n
6278,to pass wood_block 12 to experimenter_hand 19 \n,(:goal (and (passed wood_block 12 experimenter_hand 19)))) \n
6279,to pass wood_block 12 to experimenter_hand 20 \n,(:goal (and (passed wood_block 12 experimenter_hand 20)))) \n
6280,to pass wood_block 12 to experimenter_hand 21 \n,(:goal (and (passed wood_block 12 experimenter_hand 21)))) \n
6281,to pass wood_block 12 to experimenter_hand 22 \n,(:goal (and (passed wood_block 12 experimenter_hand 22)))) \n
6282,to pass wood_block 12 to experimenter_hand 23 \n,(:goal (and (passed wood_block 12 experimenter_hand 23)))) \n
6283,to pass wood_block 12 to experimenter_hand 24 \n,(:goal (and (passed wood_block 12 experimenter_hand 24)))) \n
6284,to pass wood_block 12 to experimenter_hand 26 \n,(:goal (and (passed wood_block 12 experimenter_hand 26)))) \n
6285,to pass wood_block 12 to experimenter_hand 27 \n,(:goal (and (passed wood_block 12 experimenter_hand 27)))) \n
6286,to pass wood_block 12 to experimenter_hand 28 \n,(:goal (and (passed wood_block 12 experimenter_hand 28)))) \n
6287,to pass wood_block 12 to experimenter_hand 29 \n,(:goal (and (passed wood_block 12 experimenter_hand 29)))) \n
6288,to pass wood_block 12 to experimenter_hand 30 \n,(:goal (and (passed wood_block 12 experimenter_hand 30)))) \n
6289,to pass wood_block 12 to experimenter_hand 31 \n,(:goal (and (passed wood_block 12 experimenter_hand 31)))) \n
6290,to pass wood_block 12 to experimenter_hand 32 \n,(:goal (and (passed wood_block 12 experimenter_hand 32)))) \n
6291,to pass wood_block 13 to experimenter_hand 1 \n,(:goal (and (passed wood_block 13 experimenter_hand 1)))) \n
6292,to pass wood_block 13 to experimenter_hand 2 \n,(:goal (and (passed wood_block 13 experimenter_hand 2)))) \n
6293,to pass wood_block 13 to experimenter_hand 3 \n,(:goal (and (passed wood_block 13 experimenter_hand 3)))) \n
6294,to pass wood_block 13 to experimenter_hand 4 \n,(:goal (and (passed wood_block 13 experimenter_hand 4)))) \n
6295,to pass wood_block 13 to experimenter_hand 5 \n,(:goal (and (passed wood_block 13 experimenter_hand 5)))) \n
6296,to pass wood_block 13 to experimenter_hand 6 \n,(:goal (and (passed wood_block 13 experimenter_hand 6)))) \n
6297,to pass wood_block 13 to experimenter_hand 7 \n,(:goal (and (passed wood_block 13 experimenter_hand 7)))) \n
6298,to pass wood_block 13 to experimenter_hand 8 \n,(:goal (and (passed wood_block 13 experimenter_hand 8)))) \n
6299,to pass wood_block 13 to experimenter_hand 9 \n,(:goal (and (passed wood_block 13 experimenter_hand 9)))) \n
6300,to pass wood_block 13 to experimenter_hand 10 \n,(:goal (and (passed wood_block 13 experimenter_hand 10)))) \n
6301,to pass wood_block 13 to experimenter_hand 11 \n,(:goal (and (passed wood_block 13 experimenter_hand 11)))) \n
6302,to pass wood_block 13 to experimenter_hand 14 \n,(:goal (and (passed wood_block 13 experimenter_hand 14)))) \n
6303,to pass wood_block 13 to experimenter_hand 15 \n,(:goal (and (passed wood_block 13 experimenter_hand 15)))) \n
6304,to pass wood_block 13 to experimenter_hand 16 \n,(:goal (and (passed wood_block 13 experimenter_hand 16)))) \n
6305,to pass wood_block 13 to experimenter_hand 20 \n,(:goal (and (passed wood_block 13 experimenter_hand 20)))) \n
6306,to pass wood_block 13 to experimenter_hand 22 \n,(:goal (and (passed wood_block 13 experimenter_hand 22)))) \n
6307,to pass wood_block 13 to experimenter_hand 24 \n,(:goal (and (passed wood_block 13 experimenter_hand 24)))) \n
6308,to pass wood_block 13 to experimenter_hand 25 \n,(:goal (and (passed wood_block 13 experimenter_hand 25)))) \n
6309,to pass wood_block 13 to experimenter_hand 26 \n,(:goal (and (passed wood_block 13 experimenter_hand 26)))) \n
6310,to pass wood_block 13 to experimenter_hand 27 \n,(:goal (and (passed wood_block 13 experimenter_hand 27)))) \n
6311,to pass wood_block 13 to experimenter_hand 28 \n,(:goal (and (passed wood_block 13 experimenter_hand 28)))) \n
6312,to pass wood_block 13 to experimenter_hand 29 \n,(:goal (and (passed wood_block 13 experimenter_hand 29)))) \n
6313,to pass wood_block 13 to experimenter_hand 30 \n,(:goal (and (passed wood_block 13 experimenter_hand 30)))) \n
6314,to pass wood_block 13 to experimenter_hand 31 \n,(:goal (and (passed wood_block 13 experimenter_hand 31)))) \n
6315,to pass wood_block 13 to experimenter_hand 32 \n,(:goal (and (passed wood_block 13 experimenter_hand 32)))) \n
6316,to pass wood_block 14 to experimenter_hand 1 \n,(:goal (and (passed wood_block 14 experimenter_hand 1)))) \n
6317,to pass wood_block 14 to experimenter_hand 2 \n,(:goal (and (passed wood_block 14 experimenter_hand 2)))) \n
6318,to pass wood_block 14 to experimenter_hand 3 \n,(:goal (and (passed wood_block 14 experimenter_hand 3)))) \n
6319,to pass wood_block 14 to experimenter_hand 4 \n,(:goal (and (passed wood_block 14 experimenter_hand 4)))) \n
6320,to pass wood_block 14 to experimenter_hand 5 \n,(:goal (and (passed wood_block 14 experimenter_hand 5)))) \n
6321,to pass wood_block 14 to experimenter_hand 6 \n,(:goal (and (passed wood_block 14 experimenter_hand 6)))) \n
6322,to pass wood_block 14 to experimenter_hand 7 \n,(:goal (and (passed wood_block 14 experimenter_hand 7)))) \n
6323,to pass wood_block 14 to experimenter_hand 8 \n,(:goal (and (passed wood_block 14 experimenter_hand 8)))) \n
6324,to pass wood_block 14 to experimenter_hand 9 \n,(:goal (and (passed wood_block 14 experimenter_hand 9)))) \n
6325,to pass wood_block 14 to experimenter_hand 11 \n,(:goal (and (passed wood_block 14 experimenter_hand 11)))) \n
6326,to pass wood_block 14 to experimenter_hand 12 \n,(:goal (and (passed wood_block 14 experimenter_hand 12)))) \n
6327,to pass wood_block 14 to experimenter_hand 13 \n,(:goal (and (passed wood_block 14 experimenter_hand 13)))) \n
6328,to pass wood_block 14 to experimenter_hand 16 \n,(:goal (and (passed wood_block 14 experimenter_hand 16)))) \n
